COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,GRADESPAN,SUPERINTENDENT,ADDRESS,CITY_STATE_ZIP,PHONE,EMAIL,WEBSITE,FACEBOOK,TWITTER
11,CUMBERLAND,0995,CUMBERLAND CO VOCATIONAL,09-12,DR. ROSSI,3400 COLLEGE DRIVE,VINELAND NJ 08360,(856)451-9000 Ext. 2101,DELLIOTT@CCTECNJ.ORG,https://www.cumberland.tec.nj.us/,https://www.facebook.com/CCTECNJ/,https://twitter.com/CCTECNJ
11,CUMBERLAND,0997,CUMBERLAND REGIONAL,09-12,MR. PRICE,65 LOVE LANE,BRIDGETON NJ 08302,(856)451-9400,PRICE@CRHSD.ORG,https://www.crhsd.org,https://www.facebook.com/CRHSD/,https://twitter.com/crhsd
11,CUMBERLAND,1020,DEERFIELD TWP,PK-08,MRS. STEINHAUER-KULA,419 MORTON AVENUE,ROSENHAYN NJ 08352,(856)451-6610 Ext. 102,MKULA@DEERFIELD.K12.NJ.US,http://www.deerfield.k12.nj.us/,,
11,CUMBERLAND,1120,DOWNE TWP,PK-08,MRS. MILLER,220 MAIN STREET,NEWPORT NJ 08345,(856)447-3878,SMILLER@DOWNESCHOOL.ORG,https://www.downeschool.org,,
11,CUMBERLAND,1460,FAIRFIELD TWP,PK-08,DR. KNOX,375 GOULDTOWN-WOODRUFF RD.,BRIDGETON NJ 08302,(856)453-1882,MKNOX@FAIRFIELD.K12.NJ.US,http://http://fairfield.k12.nj.us/,,
11,CUMBERLAND,1820,GREENWICH TWP,KG-08,MR. KLUG,839 YE GREATE STREET,GREENWICH NJ 08323,(856)455-1717,JOHN.KLUG@MORRISGOODWINSCHOOL.ORG,http://www.greenwichstowcreekpartnershipschools.org/,,
11,CUMBERLAND,2270,HOPEWELL TWP,KG-08,MRS. LAMMERSEN,122 SEWALL ROAD,BRIDGETON NJ 08302,(856)451-9203,MPRICE@HOPEWELLCREST.ORG,http://www.hopewellcrest.org/hwc/,http://www.facebook.com/hopewellcrest.org,http://twitter.com/hopewellcrest.org
11,CUMBERLAND,2570,LAWRENCE TWP,PK-08,DR. MAGAN,225 MAIN STREET,CEDARVILLE NJ 08311,(856)447-4237 Ext. 5000,SMAGAN@MYRONLPOWELL.ORG,http://www.myronlpowell.org,,
11,CUMBERLAND,3050,MAURICE RIVER TWP,PK-08,MR. KAPPELER,3593 RT 47,PORT ELIZABETH NJ 08348,(856)825-7411,WKAPPELER@MRTSCHOOL.COM,https://sites.google.com/mrtes.com/mrtes,,
11,CUMBERLAND,3230,MILLVILLE CITY,PK-12,DR. GENTILE,110 N. THIRD STREET,MILLVILLE NJ 08332-0946,(856)327-7575,DAVID.GENTILE@MILLVILLE.ORG,http://www.millville.org,https://www.facebook.com/Millvillepublicschools/,https://twitter.com/drgentile_mps
11,CUMBERLAND,5070,STOW CREEK TWP,KG-08,MR. KLUG,11 GUM TREE CORNER ROAD,BRIDGETON NJ 08302,(856)455-1717,JOHN.KLUG@STOWCREEKSCHOOL.COM,http://www.greenwichstowcreekpartnershipschools.org/,,
11,CUMBERLAND,5300,UPPER DEERFIELD TWP,PK-08,DR. KOZA,1385 HIGHWAY 77,SEABROOK NJ 08302-4261,(856)455-2267 Ext. 3201,KOZAP@UDTS.ORG,https://udts.org,,
11,CUMBERLAND,5390,VINELAND CITY,PK-12,DR. GRUCCIO,61 W LANDIS AVE,VINELAND NJ 08360-8122,(856)794-6700 Ext. 2012,MGRUCCIO@VINELAND.ORG,http://www.vineland.org/,https://www.facebook.com/VinelandPublicSchools/,https://twitter.com/vldschools?lang=en
13,ESSEX,0250,BELLEVILLE TOWN,PK-12,DR. TOMKO,102 PASSAIC AVE,BELLEVILLE NJ 07109,(973)450-3500 Ext. 1022,RICHARD.TOMKO@BELLEVILLE.K12.NJ.US,https://www.bellevilleschools.org,https://www.facebook.com/BELLEVILLEPS,https://twitter.com/bellevillesuper
13,ESSEX,0410,BLOOMFIELD TWP,PK-12,MR. GONCALVES,155 BROAD STREET,BLOOMFIELD NJ 07003,(973)680-8500,SGONCALVES@BLOOMFIELD.K12.NJ.US,https://www.bloomfield.k12.nj.us/,https://www.facebook.com/BloomfieldPublicSchoolDistrict,https://twitter.com/07003schools
13,ESSEX,0660,CALDWELL-WEST CALDWELL,PK-12,DR. HEINEGG,104 GRAY STREET,WEST CALDWELL NJ 07006-7696,(973)228-6979,JHEINEGG@CWCBOE.ORG,https://www.cwcboe.org/Domain/1,,https://twitter.com/CWCSchools
13,ESSEX,0760,CEDAR GROVE TWP,PK-12,MR. FETHERMAN,520 POMPTON AVE,CEDAR GROVE NJ 07009,(973)239-1550 Ext. 6119,FETHERMAN.MICHAEL@CGSCHOOLS.ORG,http://www.cgschools.org,https://www.facebook.com/CedarGroveSuperintendent/,https://twitter.com/CedarGroveK12
13,ESSEX,1210,EAST ORANGE,PK-12,DR. WEST,199 4TH AVE,EAST ORANGE NJ 07017,(973)266-5760,KEVIN.WEST@EASTORANGE.K12.NJ.US,https://www.eastorange.k12.nj.us,https://www.facebook.com/eastorangesd,
13,ESSEX,1387,ESSEX CO ED SERV COMM,01-12,DR. NEWELL,333 FAIRFIELD ROAD,FAIRFIELD NJ 07004,(973)405-6262,L.NEWELL@ERESC.COM,http://eresc.org,,
13,ESSEX,1390,ESSEX CO VOC-TECH,09-12,DR. PEDERSEN,"60 NELSON PLACE, 1 NORTH",NEWARK NJ 07102,(973)412-2069,JPEDERSEN@ESSEXTECH.ORG,http://www.essextech.org,,
13,ESSEX,1400,ESSEX FELLS BORO,PK-06,MRS. GADALETA,102 HAWTHORNE ROAD,ESSEX FELLS NJ 07021,(973)226-0505,MVGADALETA@EFSK-6.ORG,https://www.efsk-6.org,,
13,ESSEX,1465,FAIRFIELD TWP,PK-06,MS. CICCOTELLI,15 KNOLL ROAD,FAIRFIELD NJ 07004,(973)227-5586,CICCOTELLIS@FPSK6.ORG,http://www.fpsk6.org,https://www.facebook.com/fairfieldpublicschools/?modal=admin_todo_tour,
13,ESSEX,1750,GLEN RIDGE BORO,PK-12,MR. PHILLIPS,12 HIGH STREET,GLEN RIDGE NJ 07028,(973)429-8302,DPHILLIPS@GLENRIDGE.ORG,https://www.glenridge.org/Domain/1,https://www.glenridge.org/districtFacebook,https://www.glenridge.org/Domain/1#
13,ESSEX,2330,IRVINGTON TOWNSHIP,PK-12,DR. HACKETT,1 UNIVERSITY PLACE,IRVINGTON NJ 07111,(973)399-6800 Ext. 2110,NHACKETT@IRVINGTON.K12.NJ.US,https://irvington.k12.nj.us/,,https://twitter.com/IrvingtonPSD
13,ESSEX,2730,LIVINGSTON TWP,PK-12,MR. O'NEILL,11 FOXCROFT DRIVE,LIVINGSTON NJ 07039,(973)535-8000 Ext. 8010,JONEILL@LIVINGSTON.ORG,https://www.livingston.org,https://www.facebook.com/LivSchools,https://twitter.com/LivSchools
13,ESSEX,3190,MILLBURN TWP,PK-12,DR. BURTON,434 MILLBURN AVENUE,MILLBURN NJ 07041,(973)376-3600 Ext. 151,CHRISTINE.BURTON@MILLBURN.ORG,https://www.millburn.org,https://www.facebook.com/MillburnSchools/,https://twitter.com/millburnschools
13,ESSEX,3310,MONTCLAIR TOWN,PK-12,DR. JOHNSON,22 VALLEY RD.,MONTCLAIR NJ 07042,(973)509-4000,KJOHNSON@MONTCLAIR.K12.NJ.US,http://www.montclair.k12.nj.us,,
13,ESSEX,3570,NEWARK CITY,PK-12,MR. LEON,765 BROAD STREET,NEWARK NJ 07102,(973)733-7334,RLEON@NPS.K12.NJ.US,http://www.nps.k12.nj.us/,https://www.facebook.com/NewarkPublicSchools/,https://twitter.com/NPSvoices
13,ESSEX,3630,NORTH CALDWELL BORO,PK-06,DR. FREDA,132A GOULD AVENUE,NORTH CALDWELL NJ 07006,(973)712-4400,LFREDA@NCBOE.ORG,http://www.ncboe.org,,https://twitter.com/@NCaldwellSD
13,ESSEX,3750,NUTLEY TOWN,PK-12,DR. GLAZER,315 FRANKLIN AVENUE,NUTLEY NJ 07110,(973)661-8798,JGLAZER@NUTLEYSCHOOLS.ORG,https://nutleyschools.org/,https://www.facebook.com/NutleySchoolsNJ/,https://twitter.com/NutleySchoolsNJ
13,ESSEX,3880,CITY OF ORANGE TWP,PK-12,MR. LEE,451 LINCOLN AVENUE,ORANGE NJ 07050,(973)677-4040,LEERONAL@ORANGE.K12.NJ.US,https://www.orange.k12.nj.us/,,
13,ESSEX,4530,ROSELAND BORO,PK-06,MS. SOMERS,100 PASSAIC AVENUE,ROSELAND NJ 07068-1205,(973)226-1296 Ext. 313,DSOMERS@ROSELANDNJBOE.ORG,http://roselandnjboe.org/,https://www.facebook.com/LesterCNoecker,
13,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,PK-12,DR. FICARRA,525 ACADEMY STREET,MAPLEWOOD NJ 07040,(973)762-5600 Ext. 1820,TFICARRA@SOMSD.K12.NJ.US,https://www.somsd.k12.nj.us,,
13,ESSEX,5370,VERONA BORO,PK-12,DR. DIONISIO,121 FAIRVIEW AVENUE,VERONA NJ 07044,(973)571-2029,RDIONISIO@VERONASCHOOLS.ORG,https://www.veronaschools.org/,,https://twitter.com/VeronaSuper;https///twitter.com/VeronaCurrDir
13,ESSEX,5630,WEST ESSEX REGIONAL,07-12,MRS. LONGO,65 WEST GREENBROOK ROAD,NORTH CALDWELL NJ 07006,(973)228-1200 Ext. 3100,BLONGO@WESTEX.ORG,https://www.westex.org,https://www.facebook.com/west-essex-regional-school-district-168876806510129/,https://twitter.com/westessexrsd
13,ESSEX,5680,WEST ORANGE TOWN,PK-12,MS. DEMENDEZ,179 EAGLE ROCK AVE.,WEST ORANGE NJ 07052,(973)669-5400,EDEMENDEZ@WESTORANGESCHOOLS.ORG,https://www.woboe.org/Domain/4,https://www.facebook.com/woschools,https://twitter.com/woschools
15,GLOUCESTER,0860,CLAYTON BORO,PK-12,MR. KOUTSOGIANNIS,350 EAST CLINTON STREET,CLAYTON NJ 08312-1700,(856)881-8700 Ext. 3050,NKOUTSOGIANNIS@CLAYTONPS.ORG,https://claytonps.org/,https://www.facebook.com/ClaytonPSNJ/,https://twitter.com/CPSNJ
15,GLOUCESTER,0870,CLEARVIEW REGIONAL,07-12,MR. HORCHAK III,420 CEDAR ROAD,MULLICA HILL NJ 08062,(856)223-2765,HORCHAKJO@CLEARVIEWREGIONAL.EDU,https://clearviewregional.edu,,
15,GLOUCESTER,1100,DEPTFORD TWP,PK-12,MR. DIETZ,2022 GOOD INTENT ROAD,DEPTFORD NJ 08096,(856)232-2700 Ext. 3014,DIETZ.A@DEPTFORD.K12.NJ.US,http://www.deptford.k12.nj.us,https://www.facebook.com/deptfordtwp/,http://twitter.com/deptford_twp
15,GLOUCESTER,1180,EAST GREENWICH TWP,PK-06,DR. LYNCH,559 KINGS HIGHWAY,MICKLETON NJ 08056,(856)423-0412 Ext. 1001,LYNCHJ@EASTGREENWICH.K12.NJ.US,https://www.eastgreenwich.k12.nj.us,,
15,GLOUCESTER,1330,ELK TWP,PK-06,DR. GRAVENOR,900 CLEMS RUN,GLASSBORO NJ 08028-3518,(856)881-6889,PGRAVENOR@DELSEAREGIONAL.US,http://www.auraelementary.us,http://www.facebook.com/auraelementary,http://twitter.com/AuraElementary
15,GLOUCESTER,1590,FRANKLIN TWP,PK-06,MR. WALTON,3228 COLES MILL ROAD,FRANKLINVILLE NJ 08322-3029,(856)629-9500 Ext. 1201,TWALTON@FRANKLINTWPSCHOOLS.ORG,https://www.franklintwpschools.org,https://www.facebook.com/Franklin-Township-Schools-Gloucester-County-Official-117718981638814/,https://twitter.com/franklintwpsch
15,GLOUCESTER,1715,GATEWAY REGIONAL,07-12,DR. WHALEN,775 TANYARD ROAD,WOODBURY HEIGHTS NJ 08096,(856)848-8172,SWHALEN@GATEWAYHS.COM,http://www.gatewayhs.com/,https://www.facebook.com/OfficialGRHS,https://twitter.com/official_grhs
15,GLOUCESTER,1730,GLASSBORO,PK-12,DR. SILVERSTEIN,560 JOSEPH BOWE MEMORIAL BOULEVARD,GLASSBORO NJ 08028,(856)652-2700 Ext. 6105,MSILVERSTEIN@GPSD.US,https://www.gpsd.us,https://www.facebook.com/Glassboroschools,https://twitter.com/glasspubschools
15,GLOUCESTER,1774,GLOUCESTER CO SPEC SERV,PK-12,MR. DICKEN,1340 TANYARD ROAD,SEWELL NJ 08080,(856)468-1445 Ext. 2711,MDICKEN@GCECNJ.ORG,http://www.gcsssd.org/,https://www.facebook.com/bankbridgeschools,
15,GLOUCESTER,1775,GLOUCESTER CO VOCATIONAL,09-12,MR. DICKEN,1360 TANYARD ROAD,SEWELL NJ 08080,(856)468-1445 Ext. 2711,MDICKEN@GCECNJ.ORG,https://www.gcit.org,https://www.facebook.com/gcit.go,https://twitter.com/GCITCheetahs
15,GLOUCESTER,1830,GREENWICH TWP,KG-08,DR. FOLEY-HINDMAN,415 SWEDESBORO ROAD,GIBBSTOWN NJ 08027,(856)224-4900 Ext. 2132,JFOLEY-HINDMAN@GTSDK8.US,http://www.greenwich.k12.nj.us/,https://www.facebook.com/greenwichtwp/,
15,GLOUCESTER,2070,HARRISON TWP,PK-06,DR. PERETTI,120 N. MAIN STREET,MULLICA HILL NJ 08062-9494,(856)478-2016 Ext. 7123,PERETTIM@HARRISONTWP.K12.NJ.US,https://www.harrisontwp.k12.nj.us/,https://www.facebook.com/HarrisonTownshipSchools/,https://twitter.com/htwpschoolsnj?lang=en
15,GLOUCESTER,2440,KINGSWAY REGIONAL,07-12,DR. LAVENDER,213 KINGS HIGHWAY,WOOLWICH TWP. NJ 08085-5041,(856)467-3300 Ext. 4205,LAVENDERJ@KRSD.ORG,https://www.krsd.org/,https://www.facebook.com/KingswayDragons/,
15,GLOUCESTER,2750,LOGAN TWP,PK-08,MRS. HANEY,110 SCHOOL LANE,LOGAN TOWNSHIP NJ 08085,(856)467-5133 Ext. 510,PHANEY@LOGANTOWNSHIPSCHOOLS.ORG,https://www.logantownshipschools.org,,https://twitter.com/logantownshipsd
15,GLOUCESTER,2990,MANTUA TWP,PK-06,DR. FISICARO,684 MAIN STREET,SEWELL NJ 08080,(856)468-2225,RFISICARO@MANTUASCHOOLS.COM,http://www.mantuaschools.com,,
15,GLOUCESTER,3280,MONROE TWP,PK-12,DR. PERRY,75 EAST ACADEMY STREET,WILLIAMSTOWN NJ 08094,(856)629-6400,RPERRY@MONROETWP.K12.NJ.US,http://www.monroetwp.k12.nj.us,https://www.facebook.com/groups/MonroeSchools/,
15,GLOUCESTER,3490,NATIONAL PARK BORO,PK-06,DR. WHALEN,516 LAKEHURST AVENUE,NATIONAL PARK NJ 08063,(856)845-6876 Ext. 111,SWHALEN@GATEWAYHS.COM,http://www.npelem.com,https://www.facebook.com/NationalParkSchool,https://twitter.com/NatParkSchool
15,GLOUCESTER,4020,PAULSBORO BORO,PK-12,DR. BANDLOW,662 N. DELAWARE STREET,PAULSBORO NJ 08066,(856)423-5515 Ext. 1218,LBANDLOW@PAULSBORO.K12.NJ.US,http://www.paulsboro.k12.nj.us,https://www.facebook.com/paulsboropublic/,https://twitter.com/paulsboropublic
15,GLOUCESTER,4140,PITMAN BORO,PK-12,DR. MCALEER,420 HUDSON AVENUE,PITMAN NJ 08071-1014,(856)589-2145,PMCALEER@PITMAN.K12.NJ.US,https://www.pitman.k12.nj.us/,https://www.facebook.com/Pitman-Public-Schools-359325234161853,https://www.twitter.com/pitmanschools
15,GLOUCESTER,4880,SOUTH HARRISON TWP,PK-06,DR. LAVENDER,904 MULLICA HILL ROAD,HARRISONVILLE NJ 08039-0112,(856)467-3300 Ext. 4205,LAVENDERJ@KINGSWAY.K12.NJ.US,https://www.southharrison.k12.nj.us,https://www.facebook.com/SouthHarrisonTwpElementarySchool/,
15,GLOUCESTER,4940,DELSEA REGIONAL H.S DIST.,07-12,DR. GRAVENOR,242 FRIES MILL ROAD,FRANKLINVILLE NJ 08322,(856)694-0100 Ext. 215,PGRAVENOR@DELSEAREGIONAL.US,http://www.delsearegional.us,,
15,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,PK-06,DR. O'NEIL,15 FREDRICK BLVD,WOOLWICH TWP NJ 08085,(856)241-1552 Ext. 1016,KONEIL@SWSDK6.COM,https://www.swedesboro-woolwich.com,https://www.facebook.com/SWSDistrict/,https://twitter.com/SWSDistrict
15,GLOUCESTER,5500,WASHINGTON TWP,PK-12,MR. BOLLENDORF,206 EAST HOLLY AVENUE,SEWELL NJ 08080,(856)589-6644 Ext. 6401,JBOLLENDORF@WTPS.ORG,http://www.wtps.org,https://www.facebook.com/TWPSchools,https://twitter.com/twpschools
15,GLOUCESTER,5590,WENONAH BORO,PK-06,MS. HEIGHT,200 N. CLINTON AVENUE,WENONAH NJ 08090,(856)468-6000,KHEIGHT@WENONAHSCHOOL.ORG,https://www.wenonahsd.org/,https://www.facebook.com/Wenonah-School-1656749091299242/,
15,GLOUCESTER,5620,WEST DEPTFORD TWP,PK-12,MR. CRISPIN,675 GROVE ROAD,WEST DEPTFORD NJ 08066-1999,(856)848-4300 Ext. 3211,SCRISPIN@WDEPTFORD.K12.NJ.US,http://www.wdeptford.k12.nj.us/,https://www.facebook.com/wdeptford,https://twitter.com/wdeptford
15,GLOUCESTER,5740,WESTVILLE BORO,PK-06,DR. WHALEN,101 BIRCH STREET,WESTVILLE NJ 08093,(856)848-8200 Ext. 201,SWHALEN@GATEWAYHS.COM,https://www.westvillesd.com,https://www.facebook.com/fb.me/ParkviewSchool,https://twitter.com/ParkviewSchool
15,GLOUCESTER,5860,WOODBURY CITY,PK-12,MR. COLEMAN,25 N. BROAD STREET,WOODBURY NJ 08096,(856)853-0123 Ext. 230,TCOLEMAN@WOODBURYSCH.COM,https://www.woodburysch.com/,https://www.facebook.com/WoodburyCityPublicSchools/,https://twitter.com/WoodburyCitySch
15,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,PK-06,MR. GOLDSCHMIDT,100 ACADEMY AVENUE,WOODBURY HEIGHTS NJ 08097-1499,(856)848-2610 Ext. 301,RGOLDSCHMIDT@WOODBURYHTSELEM.COM,http://www.woodburyhtselem.com,,
17,HUDSON,0220,BAYONNE CITY,PK-12,DR. WANKO,669 AVENUE A,BAYONNE NJ 07002,(201)858-5814,MWANKO@BBOED.ORG,https://www.bboed.org,https://www.facebook.com/bboed/,https://twitter.com/BayonneBOE
17,HUDSON,1200,EAST NEWARK BORO,PK-08,DR. CORBETT,501-11 NORTH THIRD STREET,EAST NEWARK NJ 07029,(973)481-6803,RCORBETT@EASTNEWARKSCHOOL.ORG,http://www.eastnewarkschool.org,,http://www.twitter.com/eastnewarkcsa
17,HUDSON,1850,GUTTENBERG TOWN,PK-08,MS. ROSENBERG,301 69TH STREET,GUTTENBERG NJ 07093-2411,(201)861-3100 Ext. 12,MROSENBERG@ALKSCHOOL.ORG,,,
17,HUDSON,2060,HARRISON TOWN,PK-12,DR. BAUMGARTNER,501 HAMILTON STREET,HARRISON NJ 07029,(973)483-4627,CYNTHIA.BAUMGARTNER@STAFF.HARRISONSCHOOLS.ORG,http://www.harrisonschools.org/district/,,
17,HUDSON,2210,HOBOKEN CITY,PK-12,DR. JOHNSON,158 4TH STREET,HOBOKEN NJ 07030,(201)356-3601,CJOHNSON@HOBOKEN.K12.NJ.US,https://www.hoboken.k12.nj.us,https://www.facebook.com/hobokenpublicschools,https://twitter.com/hobokenschools
17,HUDSON,2295,HUDSON COUNTY VOCATIONAL,06-12,MS. LIN-RODRIGUEZ,1 HIGH TECH WAY,SECAUCUS NJ 07094-1682,(201)662-6701,ALINRODRIGUEZ@HCSTONLINE.ORG,http://www.hcstonline.org/,,
17,HUDSON,2390,JERSEY CITY,PK-12,DR. LYLES,346 CLAREMONT AVENUE,JERSEY CITY NJ 07305-1634,(201)915-6201,MLYLES@JCBOE.ORG,https://www.jcboe.org/,https://www.facebook.com/TheSchoolDistrictOfJerseyCity,https://twitter.com/jcps_district
17,HUDSON,2410,KEARNY TOWN,PK-12,MRS. BLOOD,172-174 MIDLAND AVENUE,KEARNY NJ 07032,(201)955-5021,PBLOOD@KEARNYSCHOOLS.COM,http://www.kearnyschools.com,https://www.facebook.com/Kearny-School-District-212494089178796,https://twitter.com/KearnySupt
17,HUDSON,3610,NORTH BERGEN TWP,PK-12,DR. SOLTER,7317 KENNEDY BLVD,NORTH BERGEN NJ 07047,(201)868-1234,GSOLTER@NORTHBERGEN.K12.NJ.US,https://www.northbergen.k12.nj.us,https://facebook.com/nbergenschools,https://twitter.com/nbergenschools
17,HUDSON,4730,SECAUCUS TOWN,PK-12,MS. MONTESANO,685 FIFTH STREET,SECAUCUS NJ 07094,(201)974-2000 Ext. 2113,JMONTESANO@SBOE.ORG,https://www.sboe.org/,https://www.facebook.com/SecaucusPSD/,https://twitter.com/SecaucusPSD
17,HUDSON,5240,UNION CITY,PK-12,MRS. ABBATO,3912 BERGEN TURNPIKE,UNION CITY NJ 07087,(201)348-5851,SABBATO@UNION-CITY.K12.NJ.US,https://www.ucboe.us/,,
17,HUDSON,5580,WEEHAWKEN TWP,PK-12,DR. BRENNAN,53 LIBERTY PLACE,WEEHAWKEN NJ 07086,(201)422-6126,TBRENNAN@WEEHAWKEN.K12.NJ.US,https://www.weehawkenschools.net/,https://www.facebook.com/WeehawkenTSD/,https://twitter.com/weehawkentsd
17,HUDSON,5670,WEST NEW YORK TOWN,PK-12,MS. HERRERA,6028 BROADWAY,WEST NEW YORK NJ 07093-2808,(201)553-4000 Ext. 30013,CHERRERA@WNYSCHOOLS.NET,http://www.wnyschools.net/,https://www.facebook.com/wnyschools/,https://twitter.com/WestNYSchools/
19,HUNTERDON,0020,ALEXANDRIA TWP,PK-08,DR. JENNINGS,557 COUNTY ROAD 513,PITTSTOWN NJ 08867,(908)996-6811 Ext. 2202,JENNINGS@ALEXANDRIASCHOOLS.ORG,http://www.alexandriaschools.org,https://www.facebook.com/Alexandriaschools/,https://twitter.com/atsdnj
19,HUNTERDON,0370,BETHLEHEM TWP,PK-08,DR. FARLEY,940 IRON BRIDGE ROAD,ASBURY NJ 08802,(908)479-6336 Ext. 2222,GFARLEY@BTSCHOOLS.ORG,https://www.btschools.org,,
19,HUNTERDON,0430,BLOOMSBURY BORO,PK-08,DR. MARYCZ,20 MAIN STREET,BLOOMSBURY NJ 08804,(908)479-4414 Ext. 4,JMARYCZ@BBURYES.ORG,http://www.bburyes.org,https://www.facebook.com/bburyes/,
19,HUNTERDON,0670,CALIFON BORO,PK-08,DR. RUBERTO,6 SCHOOL ST,CALIFON NJ 07830,(908)832-2828,JRUBERTO@CALIFONSCHOOL.ORG,http://www.califonschool.org,,
19,HUNTERDON,0910,CLINTON TOWN,PK-08,DR. COHEN,10 SCHOOL STREET,CLINTON NJ 08809,(908)735-8512,SCOHEN@CPSNJ.ORG,https://cpsnj.org,,
19,HUNTERDON,0920,CLINTON TWP,PK-08,MRS. CONE,128 COKESBURY ROAD,LEBANON NJ 08833,(908)236-7235,MCONE@CTSDNJ.ORG,http://www.ctsdnj.org,,
19,HUNTERDON,1040,DELAWARE TWP,PK-08,DR. WIENER,501 ROSEMONT RINGOES ROAD,SERGEANTSVILLE NJ 08557,(609)397-2375,RWIENER@DTSK8.ORG,http://www.dtsk8.org,https://www.facebook.com/dtsk8nj.org,https://twitter.com/DTSK8NJ
19,HUNTERDON,1050,DELAWARE VALLEY REGIONAL,09-12,MRS. WASSERBACH,19 SENATOR STOUT ROAD,FRENCHTOWN NJ 08825,(908)996-6710,DARIAWASSERBACH@DVRHS.K12.NJ.US,https://www.dvrhs.org/,https://www.facebook.com/dvrhs/,
19,HUNTERDON,1160,EAST AMWELL TWP,PK-08,MR. STOLOSKI,43 WERTSVILLE ROAD,RINGOES NJ 08551-0680,(908)782-6464 Ext. 212,ESTOLOSKI@EASTAMWELL.ORG,http://eastamwell.org,https://www.facebook.com/East-Amwell-Township-School-361676843850840,https://twitter.com/Easchool
19,HUNTERDON,1376,SOUTH HUNTERDON REGIONAL SCHOOL DISTRICT,PK-12,DR. MUENKER,301 MT. AIRY-HARBOURTON RD,LAMBERTVILLE NJ 08530-3210,(609)397-1888 Ext. 1222,LOU.MUENKER@SHRSD.ORG,http://shrsd.org/,,
19,HUNTERDON,1510,FLEMINGTON-RARITAN REG,PK-08,MS. MCGANN,50 COURT STREET,FLEMINGTON NJ 08822,(908)284-7575,KMCGANN@FRSD.K12.NJ.US,https://frsd.k12.nj.us/,https://www.facebook.com/flemrarschools,https://twitter.com/flemrarschools
19,HUNTERDON,1600,FRANKLIN TWP,PK-08,DR. DAVIS,226 QUAKERTOWN ROAD,QUAKERTOWN NJ 08868,(908)735-7929 Ext. 201,BDAVIS@FTSCHOOL.ORG,http://www.ftschool.org,https://www.facebook.com/Franklin-Twp-School-Hunterdon-1508894626063852/,https://twitter.com/FTSHunterdon
19,HUNTERDON,1680,FRENCHTOWN BORO,PK-08,MRS. WASSERBACH,902 HARRISON ST.,FRENCHTOWN NJ 08822,(908)996-2727,DARIAWASSERBACH@DVRHS.K12.NJ.US,https://www.frenchtownschool.org,https://www.facebook.com/Frenchtown-School-549162001879156/,
19,HUNTERDON,1970,HAMPTON BORO,PK-08,MR. FREDERIKS,32-41 SOUTH STREET,HAMPTON NJ 08827,(908)537-4101,TFREDERIKS@HAMPTONPUBLICSCHOOL.ORG,https://www.hamptonpublicschool.website,,
19,HUNTERDON,2140,HIGH BRIDGE BORO,PK-08,DR. HOBAUGH,40 FAIRVIEW AVE,HIGH BRIDGE NJ 08829,(908)638-4105,HOBAUGHG@HBSCHOOLS.ORG,http://www.hbschools.org,,
19,HUNTERDON,2220,HOLLAND TWP,PK-08,MR. SHLALA,714 MILFORD WARREN GLEN RD.,MILFORD NJ 08848,(908)995-2401 Ext. 312,BSHLA@HOLLANDSCHOOL.ORG,https://www.hollandschool.org,https://facebook.com/hollandschool,https://twitter.com/hollandschool
19,HUNTERDON,2300,HUNTERDON CENTRAL REG,09-12,DR. MOORE,84 ROUTE 31,FLEMINGTON NJ 08822,(908)284-7135,JEFFREY.MOORE@HCRHS.ORG,http://www.hcrhs.org,,https://twitter.com/JeffMooreEdD
19,HUNTERDON,2305,HUNTERDON CO ED SER COMM,01-12,MS. GOREY,37 HOFFMANS CROSSING RD,CALIFON NJ 07830,(908)439-4280 Ext. 4500,MGOREY@HUNTERDONESC.ORG,http://www.hunterdonesc.org,,
19,HUNTERDON,2308,HUNTERDON CO VOCATIONAL,09-12,DR. METZ,8 BARTLES CORNER ROAD,FLEMINGTON NJ 08822,(908)788-1119 Ext. 2001,KMETZ@HCPOLYTECH.ORG,https://www.hcvsd.org,,
19,HUNTERDON,2450,KINGWOOD TWP,PK-08,DR. FALKENSTEIN,880 COUNTY RD 519,FRENCHTOWN NJ 08825,(908)996-2941,RFALKENSTEIN@KINGWOODSCHOOL.ORG,http://www.kingwoodschool.org,https://www.facebook.com/Kingwood-Township-School-138575502880794/,
19,HUNTERDON,2590,LEBANON BORO,PK-06,MR. ARCURIO,6 MAPLE STREET,LEBANON BOROUGH NJ 08833,(908)236-2448,BARCURIO@LEBANONSCHOOL.ORG,http://www.lebanonschool.org,,https://twitter.com/@lbswildcats
19,HUNTERDON,2600,LEBANON TWP,PK-08,MR. KORNEGAY,70 BUNNVALE ROAD,CALIFON NJ 07830,(908)638-4521,JKORNEGAY@LEBTWPK8.ORG,http://www.lebtwpk8.org,,
19,HUNTERDON,3180,MILFORD BORO,PK-08,DR. FALKENSTEIN,7 HILLSIDE AVENUE,MILFORD NJ 08848,(908)995-4349,RFALKENSTEIN@MILFORDPUBLICSCHOOL.COM,https://www.dvrhs.org/domain/856,https://www.facebook.com/milfordpublicschool,
